Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg13_2?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_290_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-290-spons%26psc%3D1&qualifier=1591153683&id=155858985021280&widgetName=sp_atf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg13_3?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_291_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-291-spons%26psc%3D1&qualifier=1591153683&id=155858985021280&widgetName=sp_atf_browse
FARM 2 YOU DESSICATED Coconut Powder|NARIYAL BURADA for Cooking 400GM,269,55%,₹600,5,2,https://www.amazon.in/FARM-YOU-DESSICATED-Coconut-NARIYAL/dp/B07ZMRCB7K/ref=sr_1_292?dchild=1&qid=1591099869&s=grocery&sr=1-292
"Natureland Organics Black Rice Pouch, 500 g",171,5%,₹180,3.6,8,https://www.amazon.in/Natureland-Organics-Black-Rice-Pouch/dp/B07SRGR9NH/ref=sr_1_293?dchild=1&qid=1591099869&s=grocery&sr=1-293
"Ahaar Rawa/Sooji, 500 g",,0%,,2,1,https://www.amazon.in/Ahaar-Nutritious-Sooji-500-Grams/dp/B071K71TC3/ref=sr_1_294?dchild=1&qid=1591099869&s=grocery&sr=1-294
SHRILALMAHAL Empire Basmati Rice (Most Premium) (10Kg : 10 x 1 Kg) | Low Glycemic Index | Gluten Free,1669,52%,"₹3,500",3.8,596,https://www.amazon.in/SHRILALMAHAL-%E0%A4%8F%E0%A4%AE%E0%A5%8D%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%B0-%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A4%AE%E0%A4%A4%E0%A5%80-%E0%A4%9A%E0%A4%BE%E0%A4%B5%E0%A4%B2-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AE%E0%A4%BF%E0%A4%AF%E0%A4%AE/dp/B07GYN5C5K/ref=sr_1_295?dchild=1&qid=1591099869&s=grocery&sr=1-295
"RAMAJEYAM Premium Rice Classic Idly Rice, 5Kg",450,25%,₹600,4.3,107,https://www.amazon.in/RAMAJEYAM-Premium-Rice-Classic-Idly/dp/B0778DDKH2/ref=sr_1_296?dchild=1&qid=1591099869&s=grocery&sr=1-296
"Josef Marc Unbleached Self Raising Flour, 1Kg - Made with Non-Aluminum Baking Powder, Non-GMO, Non-Fortified & Non-bro-mated.",299,15%,₹350,5,2,https://www.amazon.in/Josef-Marc-Unbleached-Raising-Flour/dp/B081F7M2C6/ref=sr_1_297?dchild=1&qid=1591099869&s=grocery&sr=1-297
NutroActive Keto Atta Gluten Free Ultra Low Carb Flour - 750g,469,33%,₹699,3.9,27,https://www.amazon.in/NutroActive-Keto-Gluten-Ultra-Flour/dp/B081233SS8/ref=sr_1_298?dchild=1&qid=1591099869&s=grocery&sr=1-298
Shiaya Vegetarian Poha 500 GM,110,31%,₹159,1,1,https://www.amazon.in/SHIAYA-Organic-Vegetarian-Poha/dp/B07VBDQM2N/ref=sr_1_299?dchild=1&qid=1591099869&s=grocery&sr=1-299
Swad SOYA Chunks (High Protein SOYA Badi | 99% Fat Free SOYA Wadi | 100% Vegetarian) 2 Boxes x 200g,199,50%,₹399,2,1,https://www.amazon.in/Swad-Chunks-Protein-Vegetarian-Boxes/dp/B0891TFHDT/ref=sr_1_300?dchild=1&qid=1591099869&s=grocery&sr=1-300
"Raunak Premium Moth (Matki), 1kg",139,7%,₹149,5,1,https://www.amazon.in/Raunak-Premium-Moth-Matki-1kg/dp/B08545DJMD/ref=sr_1_301?dchild=1&qid=1591099869&s=grocery&sr=1-301
"TWO BROTHERS ORGANIC FARMS Amorearth Khapli Wheat Flour Low Gluten and Glycemic Index Atta - Ancient/Heirloom/Emmer Wheat Ata, 2 Kg",430,0%,,4.1,51,https://www.amazon.in/TWO-BROTHERS-ORGANIC-FARMS-Amorearth/dp/B0895X1BYY/ref=sr_1_302?dchild=1&qid=1591099869&s=grocery&sr=1-302
"GoodMorning Fresh Sooji, 1 Kg",60,29%,₹85,,,https://www.amazon.in/GoodMorning-Fresh-Sooji-1-Kg/dp/B07YRT9987/ref=sr_1_303?dchild=1&qid=1591099869&s=grocery&sr=1-303
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg13_1?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_304_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-304-spons%26psc%3D1&qualifier=1591153683&id=155858985021280&widgetName=sp_mtf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg13_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_305_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-305-spons%26psc%3D1&qualifier=1591153683&id=155858985021280&widgetName=sp_mtf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg13_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_306_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-306-spons%26psc%3D1&qualifier=1591153683&id=155858985021280&widgetName=sp_mtf_browse
Priyam Idiyappam Flour | இடியாப்ப மாவு,47,0%,,,,https://www.amazon.in/Priyam-Idiyappam-Flour-%E0%AE%87%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%AA%E0%AF%8D%E0%AE%AA-%E0%AE%AE%E0%AE%BE%E0%AE%B5%E0%AF%81/dp/B088LY4VXL/ref=sr_1_307?dchild=1&qid=1591099869&s=grocery&sr=1-307
INDIRAS Ragi Huri Hittu Special (400 g),135,4%,₹140,4.3,41,https://www.amazon.in/Indiras-Ragi-Huri-Hittu-Special/dp/B01BHW8BZA/ref=sr_1_308?dchild=1&qid=1591099869&s=grocery&sr=1-308
Jivabhumi Organic Jowar Whole 1 kg,199,10%,₹220,3.9,4,https://www.amazon.in/Jivabhumi-Organic-Jowar-Whole/dp/B07HSXV6TL/ref=sr_1_309?dchild=1&qid=1591099869&s=grocery&sr=1-309
"GrowFit 100% Natural Almond Flour Without Skin (200 gm, Keto Friendly)",450,10%,₹500,3.9,21,https://www.amazon.in/Grow-Fit-Natural-Without-Friendly/dp/B07B4DGL8B/ref=sr_1_310?dchild=1&qid=1591099869&s=grocery&sr=1-310
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Whole Sharbati Wheat Flour Atta, 5 Kg",515,1%,₹520,3.7,34,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B071ZJ7FQ6/ref=sr_1_311?dchild=1&qid=1591099869&s=grocery&sr=1-311
EasyBee Buckwheat 900g Kuttu Giri Buckwheat Seed Groat Kasha Gluten Free,285,25%,₹380,4.4,34,https://www.amazon.in/EasyBee-Buckwheat-Kuttu-Groat-Gluten/dp/B07HX79VQQ/ref=sr_1_312?dchild=1&qid=1591099869&s=grocery&sr=1-312
Wheafree Gluten Free Flour 1 kg (Certified Gluten Free),133,5%,₹140,3.5,32,https://www.amazon.in/Wheafree-Gluten-Free-Flour-1kg/dp/B01MXMOY4S/ref=sr_1_313?dchild=1&qid=1591099869&s=grocery&sr=1-313
Forgotten Foods - Organic Barnyard Millet - (900 g),155,3%,₹160,4.3,3,https://www.amazon.in/Forgotten-Foods-Organic-Barnyard-Millet/dp/B076BN9ZTS/ref=sr_1_314?dchild=1&qid=1591099869&s=grocery&sr=1-314
"Pure & Sure Organic Roasted Chana, 500g",115,0%,,4.2,15,https://www.amazon.in/Pure-Sure-Organic-Roasted-Channa/dp/B00M70YJF8/ref=sr_1_315?dchild=1&qid=1591099869&s=grocery&sr=1-315
"Kohinoor Tibar Authentic Basmati Rice, 5 Kg",589,12%,₹670,3.5,20,https://www.amazon.in/Kohinoor-Tibar-Basmati-Rice-5kg/dp/B074QMNDQY/ref=sr_1_316?dchild=1&qid=1591099869&s=pantry&sr=1-316
"B&B Organics Idly Rice, 3 kg",510,15%,₹600,4.1,10,https://www.amazon.in/Generic-Organics-Idly-Rice/dp/B07GB2VB3B/ref=sr_1_317?dchild=1&qid=1591099869&s=grocery&sr=1-317
MUKESH FLOUR MILL Cournflour (makke ka aata) 1kg,175,38%,₹280,4.4,3,https://www.amazon.in/Cournflour-makke-ka-aata-1kg/dp/B07RMJHYCH/ref=sr_1_318?dchild=1&qid=1591099869&s=grocery&sr=1-318
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg14_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_313_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-313-spons%26psc%3D1&qualifier=1591153684&id=8546418236671599&widgetName=sp_atf_browse
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg14_2?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_314_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-314-spons%26psc%3D1&qualifier=1591153684&id=8546418236671599&widgetName=sp_atf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg14_3?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_315_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-315-spons%26psc%3D1&qualifier=1591153684&id=8546418236671599&widgetName=sp_atf_browse
Vasani's 100% Natural Broken Wheat Dalia 500g,65,34%,₹99,4.1,4,https://www.amazon.in/Vasanis-Natural-Broken-Wheat-Dalia/dp/B084DVJCDB/ref=sr_1_316?dchild=1&qid=1591099869&s=grocery&sr=1-316
INDIRAS Ragi Dosa Mix (500 g),80,16%,₹95,4.5,7,https://www.amazon.in/INDIRAS-Ragi-Dosa-Mix-500/dp/B07Q73NQB5/ref=sr_1_317?dchild=1&qid=1591099869&s=grocery&sr=1-317
FARM 2 YOU Puffed Rice|BHADANG|MURMURA|KURMURA 400GM,199,60%,₹498,2.5,15,https://www.amazon.in/FARM-YOU-BHADANG-MURMURA-KURMURA/dp/B081Y47TV4/ref=sr_1_318?dchild=1&qid=1591099869&s=grocery&sr=1-318
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Organic Soyabean Whole, 1 Kg X 2 - Pack of 2",344,1%,₹348,4.2,60,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B07D4JWT3S/ref=sr_1_319?dchild=1&qid=1591099869&s=grocery&sr=1-319
"Josef Marc Coarse Rye Flour for Baking Purpose - 1 kg | Unbleached, High Fiber & High Protien, Non-chlorinated, Non-GMO & Non-bro-mated, Italian Type 1150 Flour, All Purpose Rye Flour.",499,17%,₹600,4,12,https://www.amazon.in/Josef-Marc-Coarse-Baking-Purpose/dp/B07TLXLRMQ/ref=sr_1_320?dchild=1&qid=1591099869&s=grocery&sr=1-320
HOME MADE Chana Sattu Pure No Additives or Preservatives (1 Kg),249,24%,₹329,5,2,https://www.amazon.in/HOME-MADE-Chana-Additives-Preservatives/dp/B08125YRY9/ref=sr_1_321?dchild=1&qid=1591099869&s=grocery&sr=1-321
"Ronak Raunak Soya Chunks/Badi, 400 g",72,34%,₹109,,,https://www.amazon.in/Ronak-Raunak-Soya-Chunks-Badi/dp/B083D5HX8Q/ref=sr_1_322?dchild=1&qid=1591099869&s=grocery&sr=1-322
"JIWA healthy by nature Organic Quinoa Flour, 900g",285,56%,₹650,3.8,23,https://www.amazon.in/Jiwa-Healthy-Nature-Organic-Quinoa/dp/B07B25XCDY/ref=sr_1_323?dchild=1&qid=1591099869&s=grocery&sr=1-323
"24 Mantra Organic Green Split Moong Dal, 500g",100,0%,,4,65,https://www.amazon.in/24-Mantra-Organic-Green-Split/dp/B00L9257S8/ref=sr_1_324?dchild=1&qid=1591099869&s=grocery&sr=1-324
Tenali Double Horse Urad Dall Whole 500 Grams Pack of 10,610,24%,₹800,4.3,5,https://www.amazon.in/Tenali-Double-Horse-Orid-Grams/dp/B07QGYYMXP/ref=sr_1_325?dchild=1&qid=1591099869&s=grocery&sr=1-325
"Kohinoor Traditional Authentic Aged Basmati Rice, 5 Kg",895,15%,"₹1,055",3.6,36,https://www.amazon.in/Kohinoor-Traditional-Authentic-Aged-Basmati/dp/B01H5MABJ0/ref=sr_1_326?dchild=1&qid=1591099869&s=pantry&sr=1-326
"24 Mantra Organic Basmati Brown rice, 1Kg",220,0%,,3.3,17,https://www.amazon.in/24-Mantra-Organic-Basmati-Premium/dp/B01GCDROD4/ref=sr_1_327?dchild=1&qid=1591099869&s=pantry&sr=1-327
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg14_1?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_328_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-328-spons%26psc%3D1&qualifier=1591153684&id=8546418236671599&widgetName=sp_mtf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg14_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_329_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-329-spons%26psc%3D1&qualifier=1591153684&id=8546418236671599&widgetName=sp_mtf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg14_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_330_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-330-spons%26psc%3D1&qualifier=1591153684&id=8546418236671599&widgetName=sp_mtf_browse
INDIRAS Ragi Huri Hittu (400g),65,10%,₹72,4.8,35,https://www.amazon.in/Indiras-Ragi-Huri-Hittu-Grams/dp/B01BHW8D7G/ref=sr_1_331?dchild=1&qid=1591099869&s=grocery&sr=1-331
"Mangat Ram Urad Chilka, 1kg",167,10%,₹185,4.1,26,https://www.amazon.in/Mangat-Ram-Urad-Chilka-1kg/dp/B07H342MLN/ref=sr_1_332?dchild=1&qid=1591099869&s=grocery&sr=1-332
ZERO-G Gluten-Free Water Chestnut Singhara Flour (500g) (Pack of 1),280,15%,₹330,4.4,34,https://www.amazon.in/ZERO-G-%E0%A4%97%E0%A5%8D%E0%A4%B2%E0%A5%82%E0%A4%9F%E0%A5%87%E0%A4%A8-%E0%A4%AB%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%B5%E0%A4%BE%E0%A4%9F%E0%A4%B0-%E0%A4%9A%E0%A5%87%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%A8%E0%A4%9F-Singhara/dp/B07V2R5GMR/ref=sr_1_333?dchild=1&qid=1591099869&s=grocery&sr=1-333
Zero-G Gluten-Free Brown Rice Flour (1 kg Pouch),175,10%,₹195,4.3,23,https://www.amazon.in/Zero-G-Gluten-Free-Brown-Rice-Flour/dp/B00EZL7XAK/ref=sr_1_334?dchild=1&qid=1591099869&s=grocery&sr=1-334
"Ogranny Farm Products Mixed Millets Combo Pack of 7 (Finger Millet 500g, Proso Millet 500g, Kodo Millet 500g, Little Millet 500g, Foxtail Millet 500g, Pearl Millet 500g, & Barnyard Millet 500g)",439,33%,₹655,1,1,https://www.amazon.in/Ogranny-Farm-Products-Millets-Barnyard/dp/B07QHFJCJ8/ref=sr_1_335?dchild=1&qid=1591099869&s=grocery&sr=1-335
Leanbeing- Keto Coconut Flour (1kg)( Ultra Low Carb Coconut Flour| Gluten Free | Coconut Powder,540,32%,₹799,,,https://www.amazon.in/Leanbeing-Coconut-Flour-Gluten-Powder/dp/B084H97PHH/ref=sr_1_336?dchild=1&qid=1591099869&s=grocery&sr=1-336
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Rajma (Red Kidney Beans), 1 Kg",,0%,,4.4,6,https://www.amazon.in/Elworld-Organic-Rajma-Kidney-Beans/dp/B0714MNFGS/ref=sr_1_337?dchild=1&qid=1591099869&s=grocery&sr=1-337
"Naturevibe Botanicals Barley Flour, 1 kg",300,25%,₹399,4.1,20,https://www.amazon.in/Naturevibe-Botanicals-Organic-Barley-Flour/dp/B07RVB213X/ref=sr_1_338?dchild=1&qid=1591099869&s=grocery&sr=1-338
Everin Nutri High Protein and Healthy SOYA Granules Combo Pack of 3 (200g Each),165,0%,,5,1,https://www.amazon.in/Everin-Nutri-Protein-Healthy-Granules/dp/B07Z99DNDY/ref=sr_1_339?dchild=1&qid=1591099869&s=grocery&sr=1-339
Amwel Chawal Atta ( Rice Flour ) 500g,70,22%,₹90,2.4,4,https://www.amazon.in/Amwel-Chawal-Atta-Rice-Flour/dp/B07BVNKPCL/ref=sr_1_340?dchild=1&qid=1591099869&s=grocery&sr=1-340
"Forgotten Foods - Organic Millet Combo - Foxtail Millet, Little Millet and Kodo Millets 400g Each (Naturally Farmed, Gluten Free, High Fibre, Low Glycemic)",250,0%,,4.2,6,https://www.amazon.in/Forgotten-Foods-Organic-Naturally-Glycemic/dp/B076BTWTM7/ref=sr_1_341?dchild=1&qid=1591099869&s=grocery&sr=1-341
Natureland Organics Sona Masoori Rice 1 Kg - Organic Rice,109,5%,₹115,4.6,3,https://www.amazon.in/Natureland-Organics-Sona-Mansoori-Rice/dp/B07B9VYL3N/ref=sr_1_342?dchild=1&qid=1591099869&s=grocery&sr=1-342
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg15_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_337_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-337-spons%26psc%3D1&qualifier=1591153687&id=7944028090017312&widgetName=sp_atf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg15_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_338_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-338-spons%26psc%3D1&qualifier=1591153687&id=7944028090017312&widgetName=sp_atf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg15_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_339_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-339-spons%26psc%3D1&qualifier=1591153687&id=7944028090017312&widgetName=sp_atf_browse
P Mark Wheat Bran 500 Grams Pack of 2 + Free Dalia 200 Grams,230,23%,₹300,4.5,14,https://www.amazon.in/Mark-Wheat-Bran-Grams-Sooji/dp/B07JCMZDVD/ref=sr_1_340?dchild=1&qid=1591099869&s=grocery&sr=1-340
NatureVit Quinoa Seeds - 5 Kg (Saver Pack) [ 5 Packets x 1 Kg ],999,50%,"₹2,000",4.2,148,https://www.amazon.in/NatureVit-Quinoa-Seeds-Saver-Pack/dp/B07DY27FMR/ref=sr_1_341?dchild=1&qid=1591099869&s=grocery&sr=1-341
RENTIO Premium Deshi Toor Dal,800,0%,,3.7,44,https://www.amazon.in/RENTIO-Premium-Deshi-Toor-Dal/dp/B07TB71GWB/ref=sr_1_342?dchild=1&qid=1591099869&s=grocery&sr=1-342
Pmw® - Grade A Quality - Idly Ravva - Premium Idly Rawa - Chawal Da Atta - 1 Kilo,109,36%,₹169,3.3,5,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Premium-Chawal/dp/B07QBLD5DP/ref=sr_1_343?dchild=1&qid=1591099869&s=grocery&sr=1-343
FARM 2 YOU All Natural and Fiber-Rich Pearl Barley Jau Ghat 900GM,249,38%,₹400,1,2,https://www.amazon.in/FARM-YOU-Natural-Fiber-Rich-Barley/dp/B07ZLT92PF/ref=sr_1_344?dchild=1&qid=1591099869&s=grocery&sr=1-344
"Prasaar Poha (Flattened Rice) Thick,500 GMS - Pack of 3",145,15%,₹170,2.3,3,https://www.amazon.in/Prasaar-Poha-Flattened-Rice-Thick/dp/B0837XQBQ1/ref=sr_1_345?dchild=1&qid=1591099869&s=grocery&sr=1-345
FOODThink Roasted Rava/Sooji (Semolina) with Wheat Bran 500g,75,25%,₹100,5,6,https://www.amazon.in/FOODThink-Roasted-Sooji-Semolina-Wheat/dp/B0727W4QYP/ref=sr_1_346?dchild=1&qid=1591099869&s=grocery&sr=1-346
Shivansh Lokwan Wheat -2 Kg,,0%,,5,2,https://www.amazon.in/Shivansh-Lokwan-Wheat-2kg/dp/B07J45QVTV/ref=sr_1_347?dchild=1&qid=1591099869&s=grocery&sr=1-347
"Dryfruit Mart Fine Almond Flour, 500g",680,24%,₹900,4.3,18,https://www.amazon.in/Dryfruit-Mart-Fine-Almond-Flour/dp/B077QNHSRM/ref=sr_1_348?dchild=1&qid=1591099869&s=grocery&sr=1-348
TWF Nutritious Sharbati Highland Flour Wheat Atta - 5 Kg Pack,699,13%,₹799,4.2,97,https://www.amazon.in/TWF-Nutritious-Sharbati-Highland-Flour/dp/B072PWN5WP/ref=sr_1_349?dchild=1&qid=1591099869&s=grocery&sr=1-349
"Mother Organic Maida, 500g (Pack of 2)",125,0%,,3.5,25,https://www.amazon.in/Mother-Organic-Maida-500g-Pack/dp/B01FKQLTQ2/ref=sr_1_350?dchild=1&qid=1591099869&s=grocery&sr=1-350
"24 Mantra Organic Products Mixed Millet, 500g",100,0%,,4.7,21,https://www.amazon.in/24-Mantra-Organic-Products-Millet/dp/B00PAGNYT8/ref=sr_1_351?dchild=1&qid=1591099869&s=grocery&sr=1-351
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg15_1?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_352_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-352-spons%26psc%3D1&qualifier=1591153687&id=7944028090017312&widgetName=sp_mtf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg15_2?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_353_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-353-spons%26psc%3D1&qualifier=1591153687&id=7944028090017312&widgetName=sp_mtf_browse
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg15_3?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_354_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-354-spons%26psc%3D1&qualifier=1591153687&id=7944028090017312&widgetName=sp_mtf_browse
"Godka Almond Flour/Badam Powder,1kg",890,6%,₹949,5,2,https://www.amazon.in/Godka-Almond-Flour-Badam-Powder/dp/B0822VR47D/ref=sr_1_355?dchild=1&qid=1591099869&s=grocery&sr=1-355
Zero-G Gluten-free Roasted Gram Flour Sattu (500g Pouch),165,6%,₹175,3.7,11,https://www.amazon.in/Zero-G-Gluten-free-HEALTHY-ALTERNATIVES-Super/dp/B00XL78Y7U/ref=sr_1_356?dchild=1&qid=1591099869&s=grocery&sr=1-356
